Year,Month,Quarter,Country,NZ_City,Visit_Purpose,Accommodation_Type,Age,AvgDaysSpent,AvgSpending,Gender
2014,December,2014 1,England,Christchurch,Visiting friends / relatives,Staying with family or friends,59,48.8,3840.87445977,10
2014,December,2014 1,England,Wellington,Holiday / vacation,NOT SURE,32,23,3959.989507,1
2014,December,2014 1,England,Wellington,Visiting friends / relatives,Staying with family or friends,59.5,36,3000,2
2014,December,2014 1,Fiji,Auckland,Visiting friends / relatives,Staying with family or friends,37,27,1000,1
2014,December,2014 1,Finland,Auckland,Holiday / vacation,Backpackers,37,13.5,2868.8793699999997,2
2014,December,2014 1,France,Auckland,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",35.333333333333336,40.166666666666664,3894.756159333333,6
2014,December,2014 1,France,Auckland,Visiting friends / relatives,Staying with family or friends,62,60,2000,1
2014,December,2014 1,France,Wellington,Holiday / vacation,Farm-stay or Home-stay,32,46,3000,1
2014,December,2014 1,Germany,Auckland,Holiday / vacation,Camping at a National Park / Department of Conservation camping ground,36.291666666666664,34.833333333333336,7475.518969458333,24
2014,December,2014 1,Germany,Auckland,Visiting friends / relatives,Staying with family or friends,44.77777777777778,28.444444444444443,4372.664485333333,9
2014,December,2014 1,Germany,Christchurch,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",41,24.6,4492.8454136,5
2014,December,2014 1,Germany,Christchurch,Visiting friends / relatives,"Youth Hostel, YMCA, YWCA",27,20.5,2377.071478,2
2014,December,2014 1,Hong Kong (Special Administrative Region),Auckland,Visiting friends / relatives,Bed and Breakfast,57,20.333333333333332,2872.7988259,3
2014,December,2014 1,India,Auckland,Holiday / vacation,"Luxury Accommodation, 5-star Hotel, Luxury Lodge",22,15,7000,1
2014,December,2014 1,India,Auckland,Visiting friends / relatives,Staying with family or friends,32,19,3000,1
2014,December,2014 1,India,Christchurch,Holiday / vacation,Hotel,27,15,4625,2
2014,December,2014 1,Indonesia,Auckland,Holiday / vacation,Hotel,27,20,9900,1
2014,December,2014 1,Indonesia,Auckland,Visiting friends / relatives,Staying with family or friends,52,25,3589.670516,1
2014,December,2014 1,Ireland,Christchurch,Holiday / vacation,Backpackers,27,24,3278.71928,1
2014,December,2014 1,Ireland,Christchurch,Visiting friends / relatives,Staying with family or friends,47,30,4268.7166565,2
2014,December,2014 1,Israel,Auckland,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",27,46,5141.916907,1
